ReviewTitle,ReviewBody,ReviewStar,Product,division
"Not so great
","I did not like the sound of the device too much (bass is not too much as the other reviews claim).  Mine had problems connecting to multiple devices,  I had to switch it off and then switch it on everytime I want some it to connect to multiple devices. Battery backup is only about 5 hours
",3,boAt Rockerz 255,neutral
"Good product. Go for it.
","It's really a good earphone. Amazon provided a great delivery, I got my product just on the next day of ordering it. I bought it for 1099 during the sales and I must say it is the best wireless earphone I have used. The functions,  Battery life,  audio quality everything is just awesome.Ione drawback is that, boat is supposed to provide a carrying case with it.  It's really risky to put it in the bag or somewhere else.  Otherwise it's the best product.
",5,boAt Rockerz 255,positive
"Very bad
","Bluetooth connectivity issues always i need boat company is not doing properly QA testing . All boat product is used to damaged very soon and thay dont have service centre as well on Bangalore
",1,boAt Rockerz 255,negative
"Poor Bluetooth Range.
","If only this the Bluetooth range was little better this would have been an excellent product.I use thus headphone while running. When I kept my phone on zipped pocket on the back of my track I would often loose connectivity. I had to keep my phone either on my hand or front pocket which was quite inconvenient. I returned the first one but still same problem withbthe second one.I also wish they’d provide a case for safekeeping.
",3,boAt Rockerz 255,neutral
"Disappointed
","Sound quality is good but there's lot of disturbance while playing music. Sounds like  music is buffering due to slow internet connection even though I am playing tracks which are saved in my phone. When they are saying it's has Qualcomm technology for better connectivity then I don't expect this.Another issue is battery drains too fast. If I charge fully in the morning then I need to charge in the afternoon coz it's switched off.I have given the 2 stars for the sound quality only otherwise it's not much worth.
",2,boAt Rockerz 255,negative
"Worst earphone of my life
","Review after 4 months of usage.Life of this product is of 3-4 months,its not durable or reliable.One side becomes non-functional.The after service is the worst from Boat.There is no service center and there is no one to respond on callsYou may log a ticket with boat but there won't be any resolution for a month and no one will respond to your query.If you don't get frustrated with above things and are ready to pay more than 1000 bucks for this.. then God Bless U
",1,boAt Rockerz 255,negative
"Sound Quality
","Some times sond lagsBass is good but could be betterIt gives u premium feelVery light weight,You have to handle with carebattery life is also goodNOTE: If you are purchasing it for playing PUBG mobile then dont purchase any of bluetooth earphones go for wired ones.You can see some videos to know more about PUBG gameplay with bluetooth earphoneAt last posting some pics do check it out.😊🙏🙏🙏
",4,boAt Rockerz 255,positive
"Excellent product, no lag must buy
","It's been a month now I am using this earphone. Since day one I am getting almost 10hours of playtime in full charge and there is no lagging in sound too. The bass is good enough. There is no connection loss at all.. worth a buy
",5,boAt Rockerz 255,positive
"Kudos for the product ....go for it..... :)
","After using it for 2 weeks i felt like it's time to write a review about the product....Pros:sound quality is decentBattery life is around 5 to 5:30 hoursBass and noise cancellation are cool...so you can enjoy your music in all modes of traveling as well...Cons:So far I have found only one that is wire length is a bit more.If they can provide adjustable wire length that should be fine.
",4,boAt Rockerz 255,positive
"They sound good really good. Lag is really bad and connection is spotty. Don’t recommend it
","Connection issues is my main problem. Phone is in pocket and sound breaks up. And lag is awful in PUBG you stop walking and sound is like good second or two behind. Amazing sound quality for price. Comfortable built quality is not bad. That’s why I gave 3 stars. I am going to use it for music mainly so I am keeping it, but if you are planning to use it for gaming don’t but it. I wouldn’t recommend this. If you are using it for anything but music.
",3,boAt Rockerz 255,neutral
"Horrible battery life !!
","If u think of some bad product's I've got. This is one of the top ones. Got the new one which died a week after the return date passed. Sent it for repair and got the replacement after 4 weeks which worked for less than a week.  Sent it back again and got it after 4 weeks which worked a little more this time and lasted for 3-4 weeks and the battery is gone again. The battery doesn't last for more than 30 min no matter what I do. Charged it for a few mins and hours and neither made a difference
",1,boAt Rockerz 255,negative
"Worth buying at this price !!
","Too good to have it in such price.. although it's too early to comment on every specs since I have bought this only 4 days back.Till now no issue found and having gr8 experience. Sound quality superb, battery still not reached to half though have listened to music more than 5 hrs til now. Only problem is you will experience little ear pain if you put on the ear bud continuously more then an hrs time.
",5,boAt Rockerz 255,positive
